SUID,cluster2_Adj_cyto.csv,inter,interaction,name,selected,shared interaction,shared name,
496,3.6900620305,,interacts with,Gemella (interacts with) Granulicatella,false,interacts with,Gemella (interacts with) Granulicatella,
497,9.0220449063,,interacts with,Gemella (interacts with) Fusobacterium,false,interacts with,Gemella (interacts with) Fusobacterium,
498,9.501255886,,interacts with,Gemella (interacts with) Actinomyces,false,interacts with,Gemella (interacts with) Actinomyces,
499,3.1006058876,,interacts with,Gemella (interacts with) Actinobacillus,false,interacts with,Gemella (interacts with) Actinobacillus,
500,-0.7310361307,,interacts with,Fusobacterium (interacts with) RV,false,interacts with,Fusobacterium (interacts with) RV,
501,-2.0613657935,,interacts with,Fusobacterium (interacts with) Saccharomyces,false,interacts with,Fusobacterium (interacts with) Saccharomyces,
502,-3.3376919411,,interacts with,Fusobacterium (interacts with) Penicillium,false,interacts with,Fusobacterium (interacts with) Penicillium,
503,-5.618860735,,interacts with,Fusobacterium (interacts with) Cryptococcus,false,interacts with,Fusobacterium (interacts with) Cryptococcus,
504,12.524725294,,interacts with,Fusobacterium (interacts with) Candida,false,interacts with,Fusobacterium (interacts with) Candida,
505,12.2957017048,,interacts with,Fusobacterium (interacts with) Aspergillus,false,interacts with,Fusobacterium (interacts with) Aspergillus,
506,1.2801340514,1,interacts with,Fusobacterium (interacts with) Pseudomonas,true,interacts with,Fusobacterium (interacts with) Pseudomonas,
507,1.597173465,,interacts with,Fusobacterium (interacts with) Moraxella,false,interacts with,Fusobacterium (interacts with) Moraxella,
508,9.1813054921,,interacts with,Fusobacterium (interacts with) Klebsiella,false,interacts with,Fusobacterium (interacts with) Klebsiella,
509,10.72625163,,interacts with,Fusobacterium (interacts with) Veillonella,false,interacts with,Fusobacterium (interacts with) Veillonella,
