"SUID","BEND_MAP_ID","cluster1_Adj_cyto.csv","EdgeBetweenness","inter","interaction","name","selected","shared interaction","shared name"
"1544","1544","11.5667922049422","1.18253968","1","interacts with","Leptotrichia (interacts with) Fusobacterium","false","interacts with","Leptotrichia (interacts with) Fusobacterium"
"1545","1545","14.788830219163302","1.1302521","1","interacts with","Leptotrichia (interacts with) Actinomyces","false","interacts with","Leptotrichia (interacts with) Actinomyces"
"1546","1546","4.406397806234129","1.32320545","1","interacts with","Leptotrichia (interacts with) Actinobacillus","false","interacts with","Leptotrichia (interacts with) Actinobacillus"
"1547","1547","-2.28649516640307","1.76727717","-1","interacts with","Haemophilus (interacts with) RV","false","interacts with","Haemophilus (interacts with) RV"
"1548","1548","4.04193628093119","1.11805556","1","interacts with","Haemophilus (interacts with) PIV3","false","interacts with","Haemophilus (interacts with) PIV3"
"1549","1549","5.15238947590495","1.18247863","1","interacts with","Haemophilus (interacts with) unidentified","false","interacts with","Haemophilus (interacts with) unidentified"
"1550","1550","5.162944290024839","1.46630216","1","interacts with","Haemophilus (interacts with) Penicillium","false","interacts with","Haemophilus (interacts with) Penicillium"
"1551","1551","6.610696226886099","1.19497863","1","interacts with","Haemophilus (interacts with) Cryptococcus","false","interacts with","Haemophilus (interacts with) Cryptococcus"
"1552","1552","10.885604027453198","1.15580618","1","interacts with","Haemophilus (interacts with) Candida","false","interacts with","Haemophilus (interacts with) Candida"
"1553","1553","3.2324329263927596","1.45972222","1","interacts with","Haemophilus (interacts with) Aspergillus","false","interacts with","Haemophilus (interacts with) Aspergillus"
"1554","1554","-3.67408439858226","1.12698413","-1","interacts with","Haemophilus (interacts with) Pseudomonas","false","interacts with","Haemophilus (interacts with) Pseudomonas"
"1555","1555","5.19018362763768","1.59333028","1","interacts with","Haemophilus (interacts with) Moraxella","false","interacts with","Haemophilus (interacts with) Moraxella"
"1556","1556","-2.6808841290338","1.30326797","-1","interacts with","Haemophilus (interacts with) Klebsiella","false","interacts with","Haemophilus (interacts with) Klebsiella"
"1557","1557","0.643031562161561","1.13942308","1","interacts with","Haemophilus (interacts with) Veillonella","false","interacts with","Haemophilus (interacts with) Veillonella"
"1558","1558","12.4750417163989","1.10818713","1","interacts with","Haemophilus (interacts with) Streptococcus","false","interacts with","Haemophilus (interacts with) Streptococcus"
"1559","1559","2.2627879876229398","1.1031746","1","interacts with","Haemophilus (interacts with) Rothia","false","interacts with","Haemophilus (interacts with) Rothia"
"1560","1560","-0.130448772435075","1.16805556","-1","interacts with","Haemophilus (interacts with) Prevotella","false","interacts with","Haemophilus (interacts with) Prevotella"
"1561","1561","2.8667654039088397","1.0625","1","interacts with","Haemophilus (interacts with) Porphyromonas","false","interacts with","Haemophilus (interacts with) Porphyromonas"
"1562","1562","5.04160572108111","1.12698413","1","interacts with","Haemophilus (interacts with) Neisseria","false","interacts with","Haemophilus (interacts with) Neisseria"
"1563","1563","1.3928888969017899","1.12698413","1","interacts with","Haemophilus (interacts with) Leptotrichia","false","interacts with","Haemophilus (interacts with) Leptotrichia"
"1564","1564","2.6095320657628798","1.39354575","1","interacts with","Haemophilus (interacts with) Granulicatella","false","interacts with","Haemophilus (interacts with) Granulicatella"
"1565","1565","1.09472334636104","1.12406015","1","interacts with","Haemophilus (interacts with) Gemella","false","interacts with","Haemophilus (interacts with) Gemella"
"1566","1566","1.45664009263722","1.16666667","1","interacts with","Haemophilus (interacts with) Fusobacterium","false","interacts with","Haemophilus (interacts with) Fusobacterium"
"1567","1567","0.8088956660626879","1.11437908","1","interacts with","Haemophilus (interacts with) Actinomyces","false","interacts with","Haemophilus (interacts with) Actinomyces"
"1568","1568","1.06872611598416","1.18511021","1","interacts with","Haemophilus (interacts with) Actinobacillus","false","interacts with","Haemophilus (interacts with) Actinobacillus"
"1569","1569","-0.248480274761022","1.27132353","-1","interacts with","Granulicatella (interacts with) PIV3","false","interacts with","Granulicatella (interacts with) PIV3"
"1570","1570","3.76834239315291","1.30465686","1","interacts with","Granulicatella (interacts with) unidentified","false","interacts with","Granulicatella (interacts with) unidentified"
"1571","1571","1.47350768084547","1.64403595","1","interacts with","Granulicatella (interacts with) Saccharomyces","false","interacts with","Granulicatella (interacts with) Saccharomyces"
"1572","1572","-1.24025251122864","1.1879902","-1","interacts with","Granulicatella (interacts with) Cryptococcus","false","interacts with","Granulicatella (interacts with) Cryptococcus"
"1573","1573","2.24921046140242","1.43824082","1","interacts with","Granulicatella (interacts with) Candida","false","interacts with","Granulicatella (interacts with) Candida"
"1574","1574","-1.66226626086373","1.25465686","-1","interacts with","Granulicatella (interacts with) Pseudomonas","false","interacts with","Granulicatella (interacts with) Pseudomonas"
"1575","1575","8.03928357786645","1.25465686","1","interacts with","Granulicatella (interacts with) Veillonella","false","interacts with","Granulicatella (interacts with) Veillonella"
"1576","1576","5.51962071932373","1.39062178","1","interacts with","Granulicatella (interacts with) Streptococcus","false","interacts with","Granulicatella (interacts with) Streptococcus"
"1577","1577","8.86922112089846","1.38560924","1","interacts with","Granulicatella (interacts with) Rothia","false","interacts with","Granulicatella (interacts with) Rothia"
"1578","1578","8.214272807534291","1.32132353","1","interacts with","Granulicatella (interacts with) Prevotella","false","interacts with","Granulicatella (interacts with) Prevotella"
"1579","1579","6.69641946730122","1.33014706","1","interacts with","Granulicatella (interacts with) Porphyromonas","false","interacts with","Granulicatella (interacts with) Porphyromonas"
"1580","1580","8.49177173011023","1.25465686","1","interacts with","Granulicatella (interacts with) Neisseria","false","interacts with","Granulicatella (interacts with) Neisseria"
"1581","1581","9.340009555485189","1.25465686","1","interacts with","Granulicatella (interacts with) Leptotrichia","false","interacts with","Granulicatella (interacts with) Leptotrichia"
"1582","1582","2.6095320657628798","1.39354575","1","interacts with","Granulicatella (interacts with) Haemophilus","false","interacts with","Granulicatella (interacts with) Haemophilus"
"1583","1583","19.6287584616013","1.38645511","1","interacts with","Granulicatella (interacts with) Gemella","false","interacts with","Granulicatella (interacts with) Gemella"
"1584","1584","6.75653138197829","1.33472222","1","interacts with","Granulicatella (interacts with) Fusobacterium","false","interacts with","Granulicatella (interacts with) Fusobacterium"
"1585","1585","10.1587514017841","1.2754902","1","interacts with","Granulicatella (interacts with) Actinomyces","false","interacts with","Granulicatella (interacts with) Actinomyces"
"1586","1586","3.0714465378683706","1.44617733","1","interacts with","Granulicatella (interacts with) Actinobacillus","false","interacts with","Granulicatella (interacts with) Actinobacillus"
"1587","1587","-1.89453383725134","1.72685319","-1","interacts with","Gemella (interacts with) RV","false","interacts with","Gemella (interacts with) RV"
"1588","1588","0.7593948379756351","1.11513158","1","interacts with","Gemella (interacts with) PIV3","false","interacts with","Gemella (interacts with) PIV3"
"1589","1589","3.4584252427838997","1.31348323","1","interacts with","Gemella (interacts with) unidentified","false","interacts with","Gemella (interacts with) unidentified"
"1590","1590","3.10802159367511","1.44895511","1","interacts with","Gemella (interacts with) Penicillium","false","interacts with","Gemella (interacts with) Penicillium"
"1591","1591","-0.672003601526157","1.32598323","-1","interacts with","Gemella (interacts with) Cryptococcus","false","interacts with","Gemella (interacts with) Cryptococcus"
"1592","1592","3.92355093890944","1.43596491","1","interacts with","Gemella (interacts with) Aspergillus","false","interacts with","Gemella (interacts with) Aspergillus"
"1593","1593","-0.7069909409763899","1.25798872","-1","interacts with","Gemella (interacts with) Pseudomonas","false","interacts with","Gemella (interacts with) Pseudomonas"
"1594","1594","1.54395753149435","1.43427257","1","interacts with","Gemella (interacts with) Klebsiella","false","interacts with","Gemella (interacts with) Klebsiella"
"1595","1595","5.0507981235222195","1.26348323","1","interacts with","Gemella (interacts with) Veillonella","false","interacts with","Gemella (interacts with) Veillonella"
"1596","1596","15.6652072286746","1.23919173","1","interacts with","Gemella (interacts with) Streptococcus","false","interacts with","Gemella (interacts with) Streptococcus"
"1597","1597","7.83309834387371","1.13392857","1","interacts with","Gemella (interacts with) Rothia","false","interacts with","Gemella (interacts with) Rothia"
"1598","1598","4.53091210573058","1.29906015","1","interacts with","Gemella (interacts with) Prevotella","false","interacts with","Gemella (interacts with) Prevotella"
"1599","1599","8.94338742655114","1.18656015","1","interacts with","Gemella (interacts with) Porphyromonas","false","interacts with","Gemella (interacts with) Porphyromonas"
"1600","1600","19.246943323575","1.25798872","1","interacts with","Gemella (interacts with) Neisseria","false","interacts with","Gemella (interacts with) Neisseria"
"1601","1601","8.696408707108361","1.25798872","1","interacts with","Gemella (interacts with) Leptotrichia","false","interacts with","Gemella (interacts with) Leptotrichia"
"1602","1602","1.09472334636104","1.12406015","1","interacts with","Gemella (interacts with) Haemophilus","false","interacts with","Gemella (interacts with) Haemophilus"
"1603","1603","19.6287584616013","1.38645511","1","interacts with","Gemella (interacts with) Granulicatella","false","interacts with","Gemella (interacts with) Granulicatella"
"1604","1604","7.0726544759544305","1.29767126","1","interacts with","Gemella (interacts with) Fusobacterium","false","interacts with","Gemella (interacts with) Fusobacterium"
"1605","1605","7.72659467779933","1.24538368","1","interacts with","Gemella (interacts with) Actinomyces","false","interacts with","Gemella (interacts with) Actinomyces"
"1606","1606","15.3211273435757","1.16081871","1","interacts with","Gemella (interacts with) Actinobacillus","false","interacts with","Gemella (interacts with) Actinobacillus"
"1607","1607","-1.4370435263266","1.82283272","-1","interacts with","Fusobacterium (interacts with) RV","false","interacts with","Fusobacterium (interacts with) RV"
"1608","1608","0.6058141204071171","1.17361111","1","interacts with","Fusobacterium (interacts with) PIV3","false","interacts with","Fusobacterium (interacts with) PIV3"
"1609","1609","4.15436136180426","1.23803419","1","interacts with","Fusobacterium (interacts with) unidentified","false","interacts with","Fusobacterium (interacts with) unidentified"
"1610","1610","2.8634208953999103","1.29493464","1","interacts with","Fusobacterium (interacts with) Saccharomyces","false","interacts with","Fusobacterium (interacts with) Saccharomyces"
"1611","1611","0.522308484862877","1.3996355","1","interacts with","Fusobacterium (interacts with) Penicillium","false","interacts with","Fusobacterium (interacts with) Penicillium"
"1612","1612","-1.88006084335759","1.25053419","-1","interacts with","Fusobacterium (interacts with) Cryptococcus","false","interacts with","Fusobacterium (interacts with) Cryptococcus"
"1613","1613","4.86359081178624","1.21136174","1","interacts with","Fusobacterium (interacts with) Candida","false","interacts with","Fusobacterium (interacts with) Candida"
"1614","1614","2.11802217633153","1.39305556","1","interacts with","Fusobacterium (interacts with) Aspergillus","false","interacts with","Fusobacterium (interacts with) Aspergillus"
