"","Actinobacillus","Actinomyces","Capnocytophaga","Fusobacterium","Gemella","Granulicatella","Haemophilus","Leptotrichia","Neisseria","Porphyromonas","Prevotella","Rothia","Streptococcus","Veillonella","Abiotrophia","Lautropia","Staphylococcus","Klebsiella","Moraxella","Pseudomonas","Lactobacillus","Aspergillus","Botrytis","Candida","Clavispora","Cryptococcus","Penicillium","Saccharomyces","Schizophyllum","Trichosporon","unidentified","PIV3","PIV4","RV","Boca"
"Prevotella",0.279166335561464,0.339505764120864,0.222279289034728,0.325899487003259,0.000327592610513883,0.233053946110697,NA,0.00749885534813095,0.0151517995685345,0.848094086609849,2,0.133316247264654,NA,0.339505764120864,0.0117116049399335,0.00713805838758398,0.292256909741933,6.68674204190104e-17,0.00491514816328173,0.0151517995685345,0.0117116049399335,0.0117116049399335,0.0151517995685345,NA,0.0240580953411865,0.151167981529985,0.00923993317657045,0.178099313861749,0.00367171168622735,0.0240580953411865,0.0412611548500271,0.804903185001315,2,0.0151517995685345,2
"Rothia",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Streptococcus",7.54851000278265e-09,1.30536684893078e-06,0.576150215998712,0.0545687719431467,5.63904676896837e-10,1.33265560248914e-11,4.35568189715656e-10,4.05251548265582e-09,7.92866659392977e-09,6.30870879217199e-08,0.000675468312124723,2,2,0.00458806108312204,2,1.66198242693807e-07,4.01209222180156e-08,0.157050591908863,2.18667493927643e-07,1.11582187700058e-30,2,0.0154354023370708,5.66016695029996e-05,9.6423246942045e-15,2,2.63798772444419e-25,0.109854545435585,3.95274741935688e-33,3.96258709161929e-06,2,0.0420418912378667,4.95114490054022e-28,2,1.53110382678906e-27,1.83230165177264e-11
"Veillonella",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Abiotrophia",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Lautropia",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Staphylococcus",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Klebsiella",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Moraxella",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Pseudomonas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Lactobacillus",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Aspergillus",0.611133264496336,1.65995449203592e-05,0.990104563712142,4.27204493350285e-07,0.0399737114083048,0.214696957486968,0.126931892950678,0.012514743711675,3.95145361608762e-06,0.168398525578412,0.755721860740885,0.113729587389531,0.00309267098035755,0.00572449030398976,3.68288153165079e-08,0.990104563712142,4.45151024167927e-25,0.575136723415318,0.0577128965713073,0.121801543957322,0.00309267098035755,2,6.38414481465959e-05,0.126092214161643,0.000747840700001144,4.83240669993289e-07,0.113729587389531,0.000113968848389328,0.990104563712142,0.317564968029843,0.000998754621745848,0.990104563712142,2,2,0.00037697672346605
"Botrytis",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Candida",0.442705343383542,0.0441025348589409,2,0.535205817611555,2,0.265781756196889,1.95776060524641e-30,0.222527677936726,5.05483829226964e-08,2,6.80273099820613e-05,1.85014931243972e-32,9.02098377355261e-31,0.318969199102214,0.826077012477248,2,0.535205817611555,0.558812752234164,0.796318931993606,0.104702662786113,3.89363057360295e-20,1.60370479420626e-14,1.34496071019712e-13,2,3.89363057360295e-20,0.0493484398513158,4.33208266894921e-08,2,0.997472145018143,2,0.558812752234164,1.86181330507576e-33,2,6.60420754003155e-32,0.222527677936726
"Clavispora",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Cryptococcus",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Penicillium",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Saccharomyces",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Schizophyllum",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Trichosporon",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"unidentified",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PIV3",2.59404713931823e-13,0.821190051484874,0.12108350637202,1.16233255098894e-09,0.847885839775947,0.0455074167650842,1.52603256165406e-12,0.075073672377332,0.0402133224871891,0.0319906766361196,0.918544321248038,0.0494483709801613,5.08865312793603e-09,2.72721696385735e-12,2,7.49803436413046e-06,3.18417522008063e-07,0.0152519399847863,0.00075234047910184,1.52656860928124e-11,6.37245211078932e-12,0.918544321248038,1.00793557249041e-10,0.048067821776014,0.12108350637202,3.38152065922509e-23,5.39758478997171e-15,0.0226731353848699,0.527897865866764,2,1.19169549303065e-14,2,2,2,0.00153319009925484
"PIV4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"RV",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Boca",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
